from,to,amount,Year,Region,Product
SYNNEX TECHNOLOGY INT'L CORP,凌華科技,1.0410729253981559,2024,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,艾訊,2.030008826125331,2024,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,飛捷科技,55.721739130434784,2024,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORPORATION,"Elitegroup Computer Systems Co.,ltd.",43.02843337669578,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Aaeon Technology Inc,35.55692307692308,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Avalue,54.70861268695204,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Getac Corporation,17.695209913075644,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Litemax Electronics Inc.,45.09803921568628,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,"Senao Networks, Inc.",18.74298375184638,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Uniwill Technology Inc.,210.56664872622892,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,南京資訊股份有限公司,2.2389380530973453,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,友通資訊股份有限公司,12.196428571428571,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,浩鑫電腦股份有限公司,48.17387524451206,2024,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,長豐企業有限公司,5.8370890284447725,2024,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",Asrock Incorporation,6.593505039193729,2024,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",Clevo Co.,155.17567754511728,2024,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",Nexteq Plc Taiwan Branch (u.k.),23.778071334214,2024,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",仁寶電腦,98.98876404494382,2024,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",和碩聯合科技股份有限公司,67.85798816568047,2024,Taiwan,NB CPU
RASHI PERIPHERALS LTD,Esconet Technologies Private Limited,380.90909090909093,2024,India,Server CPU
RASHI PERIPHERALS LTD,Global Electronic Pte Ltd,1485.0,2024,India,Server CPU
RASHI PERIPHERALS LTD,Infinite Technologies,300.0,2024,India,Server CPU
RASHI PERIPHERALS LTD,Sheeltron Digital Systems Pvt Ltd,7825.807606263982,2024,India,Server CPU
World Peace International (South Asia),Mega Networks Private Limited,1427.778009742519,2024,India,Server CPU
World Peace International (South Asia),Netweb Technologies India Limited,749.8391345249295,2024,India,Server CPU
World Peace International (South Asia),Vvdn Technologies Private Limited,1520.0,2024,India,Server CPU
Rashi Peripherals Limited,Espa India Tech Private Limited,86.0,2024,India,DT CPU
Rashi Peripherals Limited,Inp Technologies Pvt Ltd,55.839962997224795,2024,India,DT CPU
Rashi Peripherals Limited,Schoolnet India Limited,36.0,2024,India,DT CPU
Rashi Peripherals Limited,Wintech-bharat Private Limited,53.0,2024,India,DT CPU
World Peace International,Aditech Ict Private Limited,78.97919556171983,2024,India,DT CPU
World Peace International,Bits And Bytes Integrators Pri,39.67637039331062,2024,India,DT CPU
World Peace International,Champion Computers Private Lim,82.5440931780366,2024,India,DT CPU
World Peace International,Inp Technologies Pvt Ltd,108.0,2024,India,DT CPU
World Peace International,Nash Industries (i) Private Limited,5.064935064935065,2024,India,DT CPU
World Peace International,Xtreme Media Private Limited,77.2,2024,India,DT CPU
World Peace International (South Asia),Devaraj Computer Private Limited,12.57123287671233,2024,India,DT CPU
World Peace International (South Asia),Microland Computers,48.333333333333336,2024,India,DT CPU
World Peace International (South Asia),Netweb Technologies India Limited,21.75,2024,India,DT CPU
World Peace International (South Asia),Voltriq India Pvt Ltd,54.205607476635514,2024,India,DT CPU
ASBISC ENTERPRISES PLC,100mega Distribution S.r.o.,6.856296296296296,2024,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Alzasoft.cz.,12.926577042399172,2024,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Maguay Impex Srl,30.0,2024,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Pc Garage Srl,0.5462555066079295,2024,RCIS,DT CPU
Elko Grupa AS,Artline,5.9071729957805905,2024,RCIS,DT CPU
Elko Grupa AS,Artline_ua,15.36986301369863,2024,RCIS,DT CPU
Elko Grupa AS,Pc Garage Srl,0.8643457382953181,2024,RCIS,DT CPU
TD SYNNEX Supply Chain Services,Alzacz As,42.21105527638191,2024,RCIS,DT CPU
Arrow Central Europe GmbH,Zes Zollner Electronic Srl,84.0,2024,RCIS,NB CPU
"COIT Co., Ltd.",Dsngsystem,1378.793313069909,2024,SKorea,Server CPU
"COIT Co., Ltd.","Ktnf Co.,ltd",370.7163120567376,2024,SKorea,Server CPU
"COIT Co., Ltd.",Sandia Systems,1726.5064935064936,2024,SKorea,Server CPU
"COIT Co., Ltd.","Teratec Co., Ltd.",528.2758620689655,2024,SKorea,Server CPU
Intech & Company Incorporation,Myung In Electronics Co Ltd (명인일렉트로닉스),892.7661691542288,2024,SKorea,Server CPU
Intech & Company Incorporation,"Tera Tec Co., Ltd",908.0121951219512,2024,SKorea,Server CPU
"COIT Co., Ltd.","Atec Co.,ltd.",37.0,2024,SKorea,DT CPU
"COIT Co., Ltd.",Comtree Inc,89.9010989010989,2024,SKorea,DT CPU
"COIT Co., Ltd.",Dacom System,31.67769940314704,2024,SKorea,DT CPU
"COIT Co., Ltd.",Ny Computer,31.0,2024,SKorea,DT CPU
"COIT Co., Ltd.",Redstone,43.82302771855011,2024,SKorea,DT CPU
"COIT Co., Ltd.",대우루컴즈,48.689243027888445,2024,SKorea,DT CPU
Intech & Company Incorporation,"Atec Co.,ltd.",40.13157894736842,2024,SKorea,DT CPU
Intech & Company Incorporation,"Compuzone Co.,ltd",1.0986775178026449,2024,SKorea,DT CPU
Intech & Company Incorporation,Dacom System,43.01020408163265,2024,SKorea,DT CPU
Intech & Company Incorporation,Hksystem Corporation,103.48675034867503,2024,SKorea,DT CPU
Intech & Company Incorporation,Kirin,89.18181818181819,2024,SKorea,DT CPU
Intech & Company Incorporation,Red Stone System,25.158004158004157,2024,SKorea,DT CPU
Intech & Company Incorporation,"Reputer Co.,ltd",44.67741935483871,2024,SKorea,DT CPU
Intech & Company Incorporation,Utoo,21.0,2024,SKorea,DT CPU
Intech & Company Incorporation,대우루컴즈,67.09677419354838,2024,SKorea,DT CPU
PC Direct Inc.,(주)늑대와여우컴퓨터,41.91616766467066,2024,SKorea,DT CPU
PC Direct Inc.,(주)트리엠,47.16305372290292,2024,SKorea,DT CPU
PC Direct Inc.,"Atec Co.,ltd.",29.621451104100945,2024,SKorea,DT CPU
PC Direct Inc.,Dacom System,21.0,2024,SKorea,DT CPU
PC Direct Inc.,Hk System,106.0,2024,SKorea,DT CPU
PC Direct Inc.,"MCOM Co.,LTD",79.66666666666667,2024,SKorea,DT CPU
PC Direct Inc.,Redstone,21.0,2024,SKorea,DT CPU
PC Direct Inc.,Sungju Com Tech,58.84805653710247,2024,SKorea,DT CPU
PC Direct Inc.,Sungju Comtech,48.34038267875126,2024,SKorea,DT CPU
PC Direct Inc.,"T1 Ls Co.,ltd",24.313827032625582,2024,SKorea,DT CPU
PC Direct Inc.,Utoo,25.655889145496534,2024,SKorea,DT CPU
PC Direct Inc.,대우루컴즈,24.483870967741936,2024,SKorea,DT CPU
PC Direct Inc.,아인스시스템,1.5186311787072244,2024,SKorea,DT CPU
Uniquest ,Secui Corp.,45.0,2024,SKorea,DT CPU
Xrosgen Inc.,S Com Inc.,4.323213686682322,2024,SKorea,DT CPU
Uniquest ,"Ktnf Co.,ltd",6.5,2024,SKorea,Emb POR
SYNNEX FPT DISTRIBUTION,Cn Cty Tnhh San Pham Cong Nghe Fpt (tp Hn),1.6135792120704107,2024,SEA,DT CPU
WPG Electronics (SA) Pte.Ltd,Gamma Solution Sdn Bhd,100.09501187648456,2024,SEA,DT CPU
WPG Electronics (SA) Pte.Ltd,Sns Network Services Sdn. Bhd.,87.20989650711513,2024,SEA,DT CPU
WPG Electronics (SA) Pte.Ltd,V-series International Sdn Bhd,100.5727923627685,2024,SEA,DT CPU
ARROW ASIA PAC Ltd.,Cloud Network Technology Singa,56.0,2024,SEA,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Delta,4.223636957231473,2024,SEA,Emb POR
WPG Electronics (SA) Pte.Ltd,Celestica (thailand) Limited,5.335820895522388,2024,SEA,Emb POR
Tokyo Electron Device Limited,Toshiba Global Commerce Soluti,15.206219690554999,2024,SEA,NB CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Advanced Clustering Tech Inc (ge),520.9677419354839,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.","Barracuda Networks, Inc.",167.36494845360824,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Coastline Micro Inc,226.67977528089887,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Equus Computer Systems Inc,63.0929203539823,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Ixsystems Inc.,254.4920634920635,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Puget Custom Computers,43.75,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Source Code Corp,267.3952095808383,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Yang-ming International Corporation,285.99369085173504,2024,USA,Server CPU
TD SYNNEX Corporation,Advantech Corp,126.50445859872612,2024,USA,Server CPU
TD SYNNEX Corporation,Amax Engineering Corp,11018.0,2024,USA,Server CPU
TD SYNNEX Corporation,Colfax International,143.50877192982455,2024,USA,Server CPU
TD SYNNEX Corporation,Datadirect Networks Inc,285.04425914047465,2024,USA,Server CPU
TD SYNNEX Corporation,Equus Computer Systems Inc,113.6,2024,USA,Server CPU
TD SYNNEX Corporation,Ixsystems Inc.,486.04621309370987,2024,USA,Server CPU
TD SYNNEX Corporation,Microtech Computers Inc,1314.2545454545455,2024,USA,Server CPU
TD SYNNEX Corporation,Penguin Computing Inc,1117.6792452830189,2024,USA,Server CPU
TD SYNNEX Corporation,Pssc Labs,1432.8,2024,USA,Server CPU
TD SYNNEX Corporation,Transource Services Corp,318.81632653061223,2024,USA,Server CPU
TD SYNNEX Corporation,Trenton Systems,14.120724346076459,2024,USA,Server CPU
WPG Electronics (SA) Pte.Ltd,"Smart Embedded Computing, Inc.",78.0,2024,USA,Server CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Advanced Battlestations Inc,15.813701330704781,2024,USA,DT CPU
"ASI COMPUTER TECHNOLOGIES, INC.",American Future Technology Cor,57.89133400018187,2024,USA,DT CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Nzxt Inc,27.367847411444142,2024,USA,DT CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Skytech Gaming,84.40366972477064,2024,USA,DT CPU
"ASI COMPUTER TECHNOLOGIES, INC.",Thermaltake Inc,49.65744257551094,2024,USA,DT CPU
D&H DISTRIBUTING COMPANY,King Gaming Labs Inc,18.0,2024,USA,DT CPU
TD SYNNEX Corporation,Advanced Battlestations Inc,29.061126648022373,2024,USA,DT CPU
TD SYNNEX Corporation,Amazon.com Services Llc,1.2195121951219512,2024,USA,DT CPU
TD SYNNEX Corporation,American Future Technology Cor,64.57741912749313,2024,USA,DT CPU
TD SYNNEX Corporation,Brainstorm Corporation,49.57728706624606,2024,USA,DT CPU
TD SYNNEX Corporation,"Corsair Memory, Inc",25.01004016064257,2024,USA,DT CPU
TD SYNNEX Corporation,Cyberpower Inc,45.331118747613594,2024,USA,DT CPU
TD SYNNEX Corporation,Cybertron International Inc,46.625357483317444,2024,USA,DT CPU
TD SYNNEX Corporation,Embedtek Llc,83.27153110047847,2024,USA,DT CPU
TD SYNNEX Corporation,International Products Sourcin,149.70290243118774,2024,USA,DT CPU
TD SYNNEX Corporation,King Gaming Labs Inc,19.95458515283843,2024,USA,DT CPU
TD SYNNEX Corporation,Pc Laptops Llc,10.442477876106194,2024,USA,DT CPU
TD SYNNEX Corporation,Skytech Gaming,55.27727727727728,2024,USA,DT CPU
TD SYNNEX Corporation,Transource Services Corp,81.41138151425763,2024,USA,DT CPU
TD SYNNEX Corporation,VDT Techs Inc.,35.706583427922816,2024,USA,DT CPU
ARROW ASIA PAC Ltd.,"Jabil Circuit (wuxi) Co., Ltd.",871.4211798839458,2024,PRC,Server CPU
ARROW ASIA PAC Ltd.,Siemens Shenzhen Magnetic Reso,28.18787585164071,2024,PRC,Server CPU
ARROW ASIA PAC Ltd.,Wuxi Xinje,764.8148148148148,2024,PRC,Server CPU
Comtech Industrial (HK) Ltd.,"Gosuncn Technology Group Co., Ltd.",531.0128373930218,2024,PRC,Server CPU
Comtech Industrial (HK) Ltd.,Start,412.2289529392607,2024,PRC,Server CPU
Comtech Industrial (HK) Ltd.,浙江宇视科技有限公司,32.52892561983471,2024,PRC,Server CPU
Digital  Macao Commercial,"Chengdu Waso Information Technology Co., Ltd.",1454.2413793103449,2024,PRC,Server CPU
Digital  Macao Commercial,Enginetech,5107.0,2024,PRC,Server CPU
Digital  Macao Commercial,"Fiberhome Supermicro Technologies Co., Ltd.",705.6786594381468,2024,PRC,Server CPU
Digital  Macao Commercial,Gooxi,2236.0,2024,PRC,Server CPU
Digital  Macao Commercial,"Guangzhou Tianao Information Technology Co., Ltd(gid:30000006087)",571.0,2024,PRC,Server CPU
Digital  Macao Commercial,Horchiot,395.082655471005,2024,PRC,Server CPU
Digital  Macao Commercial,"Huake Bochuang Technology Co., Ltd.",438.0,2024,PRC,Server CPU
Digital  Macao Commercial,"Huaqin Technology Co., Ltd.",3262.7026841018583,2024,PRC,Server CPU
Digital  Macao Commercial,Infinova,395.5491329479769,2024,PRC,Server CPU
Digital  Macao Commercial,"Lancoo Group Co., Ltd.",239.4382470119522,2024,PRC,Server CPU
Digital  Macao Commercial,Linktel Hpc (beijing) Technology Limited Liability Co.,583.5986597170514,2024,PRC,Server CPU
Digital  Macao Commercial,Lon Microsystems Inc.,563.8513853904282,2024,PRC,Server CPU
Digital  Macao Commercial,Nanjing Kunqian Computer Co.,668.5222024866785,2024,PRC,Server CPU
Digital  Macao Commercial,Roycom (tianjin) Information T,457.0,2024,PRC,Server CPU
Digital  Macao Commercial,Sangfor Technologies Enterprise,291.55381672752566,2024,PRC,Server CPU
Digital  Macao Commercial,"Shaanxi Yunsifu Technology Co.,ltd.",885.0,2024,PRC,Server CPU
Digital  Macao Commercial,Shenbo Information Technology,182.0,2024,PRC,Server CPU
Digital  Macao Commercial,Shenzhen J&w Electronic Co. Ltd,406.1904761904762,2024,PRC,Server CPU
Digital  Macao Commercial,Shenzhen Ming Lian Yuan Chuang Technology,476.0,2024,PRC,Server CPU
Digital  Macao Commercial,Siland (chengdu) Technology Co. Ltd,2476.0,2024,PRC,Server CPU
Digital  Macao Commercial,Sitonholy（思腾合力（天津）科技有限公司）,369.0,2024,PRC,Server CPU
Digital  Macao Commercial,Supercloud,708.2503660322109,2024,PRC,Server CPU
Digital  Macao Commercial,Suzhou Super Cluster Information Technology Co. Ltd.(ipa: 301271840),1284.5488069414316,2024,PRC,Server CPU
Digital  Macao Commercial,Wuhan Ningmei Guodu Science&technology,492.0,2024,PRC,Server CPU
Digital  Macao Commercial,Wuhan Ningmei Kingdom Tech Co. Ltd,150.0,2024,PRC,Server CPU
Digital  Macao Commercial,Xingrong Information Tech,892.806116876024,2024,PRC,Server CPU
Digital  Macao Commercial,Yuge Electronic Technology Co. Ltd,438.0,2024,PRC,Server CPU
Digital  Macao Commercial,上海宽泛科技有限公司,790.0,2024,PRC,Server CPU
Digital  Macao Commercial,保定市吉成科技开发有限公司,377.22,2024,PRC,Server CPU
Digital  Macao Commercial,北京东土科技股份有限公司,568.0,2024,PRC,Server CPU
Digital  Macao Commercial,南京坤前计算机科技有限公司,1321.9655172413793,2024,PRC,Server CPU
Digital  Macao Commercial,武汉宁美国度科技有限公司,492.0,2024,PRC,Server CPU
Digital  Macao Commercial,比亚迪股份有限公司,811.8333333333334,2024,PRC,Server CPU
Digital  Macao Commercial,河北海迪亚电子科技有限公司,286.71751412429376,2024,PRC,Server CPU
Digital  Macao Commercial,深圳市同泰怡信息技术有限公司,333.0,2024,PRC,Server CPU
Digital  Macao Commercial,深圳市明联远创科技有限公司,1258.8,2024,PRC,Server CPU
Digital  Macao Commercial,融科联创,936.6612244897959,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,Beijing Supercloud Technology Co.ltd,588.0,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,"Daschip Information Technology (shanghai) Co., Ltd",40.72243528283797,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,"Enginetech (tianjin) Computer Co.,ltd",2712.437037037037,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,"Han’s Smart Control Technology Co.,ltd.1",252.01070791195716,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,Os-easy,739.1144067796611,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,"Powerleader Computer System Co.,ltd.",777.1550497866288,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,"Shenzhen Konghui Intelligent Co.,ltd.",35.25786924939467,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,"Shenzhen Zhiyuan Integration Technology Co.,Ltd",319.7781885397412,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,深圳市宝德计算机系统有限公司,210.75,2024,PRC,Server CPU
EX-CHANNEL GROUP LIMITED,融科联创,1006.2487745098039,2024,PRC,Server CPU
INGRAM MICRO INTL TRADING LTD,北京畅想嘉业信息科技有限公司,190.0,2024,PRC,Server CPU
INGRAM MICRO INTL TRADING LTD,杭州众志成鑫科技有限公司,351.85526315789474,2024,PRC,Server CPU
Synnex Technology Int'l Corp.,Hikvision,130.42857142857142,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,Guangdong Waycloud Information Technology Limited,2135.714285714286,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,"Jingxin Technology (shenzhen) Co., Ltd",914.0,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,"Paibo Information Technology Co., Ltd",528.0,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,Tian Ao,2226.0,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,宝德科技集团股份有限公司,3555.0,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,深圳市立尔讯科技有限公司,823.0,2024,PRC,Server CPU
Synnex Technology Intl. (HK) Limited,长城超云（北京）科技有限公司,1894.0673635307783,2024,PRC,Server CPU
WORLD PEACE INDUSTRIAL CO LTD,Aprocloud,440.20100502512565,2024,PRC,Server CPU
WORLD PEACE INDUSTRIAL CO LTD,Centerm,450.70364688654905,2024,PRC,Server CPU
WORLD PEACE INDUSTRIAL CO LTD,Jovision,480.91721419185285,2024,PRC,Server CPU
WORLD PEACE INDUSTRIAL CO LTD,"Noon Technology Co., Ltd.",349.8402555910543,2024,PRC,Server CPU
