from,to,amount,Year,Region,Product
SERTEK  INCORPORATED,Arbor,0.2465483234714004,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,"Cincoze Co., Ltd.",0.17118262740878412,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,Ennoconn,40.37263395512713,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,Jet Way,2.361518708730741,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,Lanner Electronics Inc.,4.36431356817673,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,Sintrones Technology Corp.,2.0242938679935607,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,Taiwan Commate Computer Inc.,0.2642506606266516,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,U.s.i.,2.67800283286119,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,光宸科技 Quanmax,1.02791048529042,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,其陽,0.7689399054692775,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,振樺電子股份有限公司,17.67043961596766,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,Bcm Computer Co.,0.30141691713181623,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,"Elitegroup Computer Systems Co.,ltd.",0.9127482051613738,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,"Firich Enterprises Co., Ltd",25.19703520691785,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,Mitac Computing Technology Corporation,0.9408642246106602,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,"Nexcom International Co., Ltd",3.010297789913417,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,凌華科技,0.6498129988758723,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,拍檔科技股份有限公司,6.333870967741936,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,普安科技股份有限公司,30.345323741007196,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,欣揚電腦,9.0,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,艾訊,1.698926000236044,2023,Taiwan,Emb POR
SYNNEX TECHNOLOGY INT'L CORP,飛捷科技,13.700275448739292,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO LTD,Kontron Asia Technology Inc.,6.304396843291996,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Aaeon Technology Inc,0.46568445905282163,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Accton,6.7881891438724695,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Aopen,16.489754098360656,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,"Asustor, Inc.",6.252414059482426,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Biostar Microtech Int'l Corp.,23.949154103595443,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Caswell,1.2137900023755388,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Clientron Corp.,2.9854554733350342,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Cybertan,0.6038825408526846,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Delta,7.558962264150943,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Ibase,1.1065829472594284,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Onyx Healthcare Inc.,6.705263157894737,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Qnap,12.763474738381905,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,"Senao Networks, Inc.",0.4839322593969434,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Wistron,0.4314192204700982,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,Wnc,31.053521126760565,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,南京資訊股份有限公司,4.96711222232907,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,友通資訊股份有限公司,0.8246281464530892,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,威強電工業電腦股份有限公司,0.22334022945269888,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,浩鑫電腦股份有限公司,12.360655737704919,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,瑞傳科技公司,0.8590674565258933,2023,Taiwan,Emb POR
WORLD PEACE INDUSTRIAL CO.LTD,長豐企業有限公司,0.08160518719012193,2023,Taiwan,Emb POR
WPG Electronics (SA) Pte.Ltd,光宸科技 Quanmax,0.01607044221334113,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.",Asrock Incorporation,4.418780187691686,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.","Aten International Co., Ltd.",7.0,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.","Giga Computing Technology Co.,ltd.",12.103912027280739,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.",Synology Incorporated,23.332481440915174,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.",微星科技,1.60881941669996,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.",技嘉科技股份有限公司,1.2990714748434464,2023,Taiwan,Emb POR
"WT MICROELECTRONICS CO., LTD.",明泰科技股份有限公司,15.65871613663133,2023,Taiwan,Emb POR
SERTEK  INCORPORATED,A-trust Computer Corp.,84.10569105691057,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,Advantech,26.139815750630767,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,Arbor,29.222105263157896,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,Ennoconn,35.44201135442011,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,Jet Way,45.083306109114666,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,Lanner Electronics Inc.,0.10725777618877369,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,光宸科技 Quanmax,12.266572290268973,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,台灣康泰克股份有限公司,14.87279843444227,2023,Taiwan,NB CPU
SERTEK  INCORPORATED,振樺電子股份有限公司,69.70537340619308,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,Bcm Computer Co.,39.29944468175993,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,Getac Corporation,159.0,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,"Nexcom International Co., Ltd",5.521392313270486,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,"Ubiqconn Technology, Inc.",5.481419970936267,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,凌華科技,0.08724513987671882,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,艾訊,6.317666126418152,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORP,茂訊電腦股份有限公司 Dup,1.9337748344370862,2023,Taiwan,NB CPU
SYNNEX TECHNOLOGY INT'L CORPORATION,"Elitegroup Computer Systems Co.,ltd.",27.218827981729472,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Aaeon Technology Inc,7.544134897360704,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Avalue,48.38298371030118,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Biostar Microtech Int'l Corp.,73.57894736842105,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Clientron Corp.,44.01152737752162,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Congatec Gmbh,2.9804118533400303,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Getac Corporation,101.91696126831852,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Ibase,4.878445675808375,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Qnap,19.876897825194913,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,"Senao Networks, Inc.",18.70877283251865,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,Uniwill Technology Inc.,156.29636050688487,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,南京資訊股份有限公司,3.143086816720257,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,友通資訊股份有限公司,2.1869228849513354,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,威強電工業電腦股份有限公司,4.972972972972973,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,浩鑫電腦股份有限公司,82.71310967513499,2023,Taiwan,NB CPU
WORLD PEACE INDUSTRIAL CO.LTD,長豐企業有限公司,7.67096632610763,2023,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",Asrock Incorporation,2.335540838852097,2023,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",Clevo Co.,174.7440704927702,2023,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.","Giga Computing Technology Co.,ltd.",106.20731707317073,2023,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",仁寶電腦,126.71908975979773,2023,Taiwan,NB CPU
"WT MICROELECTRONICS CO., LTD.",微星科技,0.08303249097472924,2023,Taiwan,NB CPU
RASHI PERIPHERALS LTD,Comprint Computers,1023.7741935483871,2023,India,Server CPU
RASHI PERIPHERALS LTD,Esconet Technologies Private Limited,248.31858407079645,2023,India,Server CPU
RASHI PERIPHERALS LTD,Global Electronic Pte Ltd,2315.6521739130435,2023,India,Server CPU
RASHI PERIPHERALS LTD,Mega Networks Private Limited,1775.157894736842,2023,India,Server CPU
RASHI PERIPHERALS LTD,Mega Networks Pvt Ltd,1370.0,2023,India,Server CPU
RASHI PERIPHERALS LTD,Sheeltron Digital Systems Pvt Ltd,5678.912545037668,2023,India,Server CPU
Rashi Peripherals Limited,Prescient Networks And Technologies,387.0,2023,India,Server CPU
World Peace International,Kaynes Technology India Limited,362.0,2023,India,Server CPU
World Peace International (South Asia),Bytescale Technologies Private Limited,2984.0,2023,India,Server CPU
World Peace International (South Asia),Mega Networks Private Limited,1427.1829598145287,2023,India,Server CPU
World Peace International (South Asia),Netweb Technologies India Limited,709.6527881596651,2023,India,Server CPU
World Peace International (South Asia),Softbit Computer,419.0,2023,India,Server CPU
World Peace International (South Asia),Vvdn Technologies Private Limited,1520.0,2023,India,Server CPU
Rashi Peripherals Limited,Advance Computers,50.0,2023,India,DT CPU
Rashi Peripherals Limited,Ags Transact Technologies Limi,44.18290258449304,2023,India,DT CPU
Rashi Peripherals Limited,Citrus Solutions Private Limited,46.0390243902439,2023,India,DT CPU
Rashi Peripherals Limited,Citrus Solutions Pvt Ltd,36.0,2023,India,DT CPU
Rashi Peripherals Limited,Inp Technologies Pvt Ltd,77.10120608285264,2023,India,DT CPU
Rashi Peripherals Limited,Schoolnet India Limited,38.8,2023,India,DT CPU
World Peace International,Aditech Ict Private Limited,60.12173340853544,2023,India,DT CPU
World Peace International,Bits And Bytes Integrators Pri,44.47586818282558,2023,India,DT CPU
World Peace International,Champion Computers Private Lim,55.53322160883281,2023,India,DT CPU
World Peace International,Citrus Solutions Private Limited,56.0,2023,India,DT CPU
World Peace International,Inp Technologies Pvt Ltd,48.58177180928586,2023,India,DT CPU
World Peace International,Nash Industries (i) Private Limited,3.5,2023,India,DT CPU
World Peace International,Panache Digilife Limited,32.515632754342434,2023,India,DT CPU
World Peace International,Xtreme Media Private Limited,47.84724894190073,2023,India,DT CPU
World Peace International (South Asia),Abc Computers,19.130434782608695,2023,India,DT CPU
World Peace International (South Asia),Arihant Computers.,100.44300518134715,2023,India,DT CPU
World Peace International (South Asia),B M Computers,29.333333333333332,2023,India,DT CPU
World Peace International (South Asia),Devaraj Computer Private Limited,17.305077968812476,2023,India,DT CPU
World Peace International (South Asia),Dream Pc Store,14.666666666666666,2023,India,DT CPU
World Peace International (South Asia),Earth Syscom Private Limited,17.089855072463767,2023,India,DT CPU
World Peace International (South Asia),Expert Information Systems,19.027027027027028,2023,India,DT CPU
World Peace International (South Asia),Gautam Groups,29.333333333333332,2023,India,DT CPU
World Peace International (South Asia),Ics-mek Peripherals India Private Limited,2.029769959404601,2023,India,DT CPU
World Peace International (South Asia),Laps N Tabs Technology Private,28.571428571428573,2023,India,DT CPU
World Peace International (South Asia),Netweb Technologies India Limited,88.66666666666667,2023,India,DT CPU
World Peace International (South Asia),Shagun Computers,14.08,2023,India,DT CPU
World Peace International (South Asia),"Sri Nath Ji Infosolutions, Lucknow",9.565217391304348,2023,India,DT CPU
World Peace International (South Asia),Sybex Marketing,4.854368932038835,2023,India,DT CPU
World Peace International (South Asia),Vajawat Computers,5.742613739351096,2023,India,DT CPU
World Peace International (South Asia),Well Known Computers Private L,88.0,2023,India,DT CPU
World Peace International (South Asia),arihant Computers,37.69230769230769,2023,India,DT CPU
WPG Electronics (SA) Pte.Ltd,Jabil Circuit India Private Limited,2.7747531258213494,2023,India,Emb POR
World Peace International,Data Patterns,129.0,2023,India,Emb POR
World Peace International (South Asia),Brandscale Innovations Private Limited,198.0,2023,India,NB CPU
World Peace International (South Asia),Intel Technologies India Private Limited,87.0,2023,India,NB CPU
World Peace International (South Asia),Panache Digilife Limited,187.62293365247962,2023,India,NB CPU
World Peace International (South Asia),Zebronics India Pvt Ltd,188.30353055758462,2023,India,NB CPU
ASBISC ENTERPRISES PLC,M Computers S.r.o.,778.1739130434783,2023,RCIS,Server CPU
TD SYNNEX Supply Chain Services,Prozeta As,1761.9473684210527,2023,RCIS,Server CPU
ALSO Deutschland GmbH,Navigator Sistem Tov,42.11851851851852,2023,RCIS,DT CPU
ALSO Deutschland GmbH,Tov Artline It,26.717557251908396,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,100mega Distribution S.r.o.,5.019607843137255,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Alzasoft.cz.,7.736539466806064,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Biscommerce D.o.o.,87.0,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Chrome Computers Srl,34.89795918367347,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Dc Link Ltd,22.0,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Disi Link Tov,21.381181318681318,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,M San Grupa D.o.o.,50.4790585618977,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Maguay Computers Srl,35.97122302158273,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Maguay Impex Srl,57.07997185741088,2023,RCIS,DT CPU
ASBISC ENTERPRISES PLC,Navigator System Llc,39.06197842458783,2023,RCIS,DT CPU
Elko Grupa AS,Artline_ua,38.00340328984685,2023,RCIS,DT CPU
Elko Grupa AS,Navigator System Llc,42.04373281291581,2023,RCIS,DT CPU
TD SYNNEX Supply Chain Services,Alzacz As,34.12620272991721,2023,RCIS,DT CPU
Arrow Central Europe GmbH,Aptiv Services (ireland) Limited As&ux (5753),16.5,2023,RCIS,Emb POR
Arrow Central Europe GmbH,Plexus Services Ro Srl,4.555776962069568,2023,RCIS,NB CPU
Arrow Central Europe GmbH,Zes Zollner Electronic Srl,67.39059260067664,2023,RCIS,NB CPU
PC ARTS ARGENTINA S.A.,Bangho S.a.,25.71627906976744,2023,ELAT,DT CPU
"COIT Co., Ltd.",Dreamisys,1323.970802919708,2023,SKorea,Server CPU
"COIT Co., Ltd.",Dsngsystem,1480.089527027027,2023,SKorea,Server CPU
"COIT Co., Ltd.",Eslim Korea,258.12916111850865,2023,SKorea,Server CPU
"COIT Co., Ltd.","Flexdata Co., Ltd",122.17773019271948,2023,SKorea,Server CPU
"COIT Co., Ltd.","Ktnf Co.,ltd",323.4238059135709,2023,SKorea,Server CPU
"COIT Co., Ltd.",Sandia Systems,1606.381467181467,2023,SKorea,Server CPU
"COIT Co., Ltd.",Supersolution,603.1531531531532,2023,SKorea,Server CPU
"COIT Co., Ltd.","Teratec Co., Ltd.",778.7866744593805,2023,SKorea,Server CPU
Intech & Company Incorporation,Dream I System Co Ltd,538.2298507462687,2023,SKorea,Server CPU
Intech & Company Incorporation,"Hpc Korea Co.,ltd",1766.1764705882354,2023,SKorea,Server CPU
Intech & Company Incorporation,Myung In Electronics Co Ltd (명인일렉트로닉스),651.1090100111235,2023,SKorea,Server CPU
Intech & Company Incorporation,"Myungin Inno Co.,ltd",831.9561403508771,2023,SKorea,Server CPU
Intech & Company Incorporation,"Tera Tec Co., Ltd",1062.3274917853232,2023,SKorea,Server CPU
Intech & Company Incorporation,샌디아,555.8373983739838,2023,SKorea,Server CPU
Uniquest ,Gsi Co. Ltd,754.0,2023,SKorea,Server CPU
Uniquest ,"Gsi Co.,ltd",662.3204545454546,2023,SKorea,Server CPU
Uniquest ,"Meritech Co., Ltd",240.0449141347424,2023,SKorea,Server CPU
Uniquest ,Nexite,667.0,2023,SKorea,Server CPU
Uniquest ,"Sk Telesys Co., Ltd.",381.8333333333333,2023,SKorea,Server CPU
"COIT Co., Ltd.","Atec Co.,ltd.",40.70315672881669,2023,SKorea,DT CPU
"COIT Co., Ltd.",Compuzone,10.949704756535414,2023,SKorea,DT CPU
"COIT Co., Ltd.",Comtree Inc,71.16387337057728,2023,SKorea,DT CPU
"COIT Co., Ltd.",Dacom System,44.14424552429668,2023,SKorea,DT CPU
"COIT Co., Ltd.",Dsngsystem,171.0,2023,SKorea,DT CPU
"COIT Co., Ltd.",Jooyon Tech,45.80463702014443,2023,SKorea,DT CPU
"COIT Co., Ltd.","MCOM Co.,LTD",48.0,2023,SKorea,DT CPU
"COIT Co., Ltd.",Mcom,89.0,2023,SKorea,DT CPU
"COIT Co., Ltd.",Mtech,40.0,2023,SKorea,DT CPU
"COIT Co., Ltd.",Ny Computer,36.975931677018636,2023,SKorea,DT CPU
"COIT Co., Ltd.",Redstone,53.17595752749337,2023,SKorea,DT CPU
"COIT Co., Ltd.","Sungju Comtech Co.,ltd.",42.0,2023,SKorea,DT CPU
"COIT Co., Ltd.",Zestelec,19.431818181818183,2023,SKorea,DT CPU
"COIT Co., Ltd.","dacomsystem Co., Ltd.",35.470223039779256,2023,SKorea,DT CPU
"COIT Co., Ltd.",대우루컴즈,44.49138525155065,2023,SKorea,DT CPU
Intech & Company Incorporation,"Atec Co.,ltd.",54.73140011716462,2023,SKorea,DT CPU
Intech & Company Incorporation,"Compuzone Co.,ltd",9.08108108108108,2023,SKorea,DT CPU
Intech & Company Incorporation,Dacom System,58.13388353966071,2023,SKorea,DT CPU
Intech & Company Incorporation,Hksystem Corporation,55.733014680778425,2023,SKorea,DT CPU
Intech & Company Incorporation,Jooyon Tech,44.88461538461539,2023,SKorea,DT CPU
Intech & Company Incorporation,Kilincomputer Co.ltd,49.401709401709404,2023,SKorea,DT CPU
Intech & Company Incorporation,Kirin,52.784977064220186,2023,SKorea,DT CPU
Intech & Company Incorporation,"MCOM Co.,LTD",80.81481481481481,2023,SKorea,DT CPU
Intech & Company Incorporation,Red Stone System,52.5,2023,SKorea,DT CPU
Intech & Company Incorporation,"Reputer Co.,ltd",62.458251666013325,2023,SKorea,DT CPU
Intech & Company Incorporation,Uto,69.0923076923077,2023,SKorea,DT CPU
Intech & Company Incorporation,대우루컴즈,49.07495596581643,2023,SKorea,DT CPU
PC Direct Inc.,(주)늑대와여우컴퓨터,45.04587155963303,2023,SKorea,DT CPU
PC Direct Inc.,(주)트리엠,54.868814282941976,2023,SKorea,DT CPU
PC Direct Inc.,"Atec Co.,ltd",41.71802448290418,2023,SKorea,DT CPU
PC Direct Inc.,"Atec Co.,ltd.",47.82782484962163,2023,SKorea,DT CPU
PC Direct Inc.,"Bios Co., Ltd",0.4117647058823529,2023,SKorea,DT CPU
PC Direct Inc.,Comtree Inc,54.30550059358924,2023,SKorea,DT CPU
PC Direct Inc.,Hk System,44.36802973977695,2023,SKorea,DT CPU
PC Direct Inc.,"MCOM Co.,LTD",37.25523753319563,2023,SKorea,DT CPU
PC Direct Inc.,"Madesystem Co.,ltd’",0.6958250497017893,2023,SKorea,DT CPU
PC Direct Inc.,Maison,0.2079207920792079,2023,SKorea,DT CPU
PC Direct Inc.,Redstone,48.15492227979274,2023,SKorea,DT CPU
PC Direct Inc.,Sungju Comtech,42.77010050251256,2023,SKorea,DT CPU
