Name,anomalies,node_shape,Amount,Year,Region,Product,x,y
Lanner Electronics Inc.,0,circle,20.324545,2023,Taiwan,Emb POR,0.6752019612398766,0.8218339487846861
Sintrones Technology Corp.,0,circle,10.388606,2023,Taiwan,Emb POR,0.40276282355311727,0.8943351697610915
Taiwan Commate Computer Inc.,0,circle,10.226956,2023,Taiwan,Emb POR,0.12625863356966793,0.8408688450877234
U.s.i.,0,circle,11.007252,2023,Taiwan,Emb POR,-0.08767585494152266,0.6607307226924184
光宸科技 Quanmax,0,circle,36.43089,2023,Taiwan,Emb POR,-0.05642788859306573,-0.2051729831555797
其陽,0,circle,10.654204,2023,Taiwan,Emb POR,-0.222942032561268,0.40383427585809756
振樺電子股份有限公司,0,circle,10.910181,2023,Taiwan,Emb POR,-0.10162046931569645,0.14311776883655022
SYNNEX TECHNOLOGY INT'L CORP,1,star,26.905638,2023,Taiwan,Emb POR,-0.22663767581841346,0.40912133753405844
Bcm Computer Co.,0,circle,11.718748,2023,Taiwan,Emb POR,0.2760427884656352,0.08826384795629559
"Elitegroup Computer Systems Co.,ltd.",0,circle,10.530887,2023,Taiwan,Emb POR,0.36973060473906066,0.4109298123515704
"Firich Enterprises Co., Ltd",0,circle,10.0800295,2023,Taiwan,Emb POR,0.2741019439486401,0.7330474133245384
Mitac Computing Technology Corporation,0,circle,12.526205,2023,Taiwan,Emb POR,0.019458163497106367,0.952317302219442
"Nexcom International Co., Ltd",0,circle,13.924576,2023,Taiwan,Emb POR,-0.3132967768072427,0.9991183569125183
凌華科技,0,circle,23.84298,2023,Taiwan,Emb POR,-0.6185260997602829,0.8586011995472902
拍檔科技股份有限公司,0,circle,10.258627,2023,Taiwan,Emb POR,-0.7993221475300829,0.5753720002250864
普安科技股份有限公司,0,circle,10.301487,2023,Taiwan,Emb POR,-0.7983091864465511,0.2393476561149201
欣揚電腦,0,circle,10.17771,2023,Taiwan,Emb POR,-0.6157656849640503,-0.04279203700481561
艾訊,0,circle,15.95426,2023,Taiwan,Emb POR,-0.30967308513460384,-0.18142088210765928
飛捷科技,0,circle,11.617708,2023,Taiwan,Emb POR,0.022756622861652788,-0.13257208758556335
WORLD PEACE INDUSTRIAL CO LTD,1,star,10.0,2023,Taiwan,Emb POR,-0.3966415021091979,0.39429086557532156
Kontron Asia Technology Inc.,1,circle,10.597626,2023,Taiwan,Emb POR,-0.5533688701873365,-0.07994419285444723
WORLD PEACE INDUSTRIAL CO.LTD,1,star,60.0,2023,Taiwan,Emb POR,-0.22648372126772406,-0.3225013107886471
Aaeon Technology Inc,0,circle,14.410675,2023,Taiwan,Emb POR,0.20923704706761628,-0.3764119001683142
Accton,0,circle,30.466019,2023,Taiwan,Emb POR,-0.3981285670551802,0.08109270478738019
Aopen,0,circle,10.23954,2023,Taiwan,Emb POR,-0.1402532386669123,0.3245010743541641
"Asustor, Inc.",0,circle,10.255561,2023,Taiwan,Emb POR,-0.4061138917788274,0.3353439774350922
Biostar Microtech Int'l Corp.,0,circle,11.679565,2023,Taiwan,Emb POR,-0.6669766236376613,0.1806763231190551
Caswell,0,circle,12.572584,2023,Taiwan,Emb POR,-0.8251077110097631,-0.023159477992061556
Clientron Corp.,0,circle,10.311392,2023,Taiwan,Emb POR,-0.6609477385608391,-0.2556546026421818
Cybertan,0,circle,13.658138,2023,Taiwan,Emb POR,-0.9080349047491869,-0.3163267209824456
Delta,0,circle,14.745499,2023,Taiwan,Emb POR,-0.8307391748483482,-0.5698417195670502
Ibase,0,circle,27.585108,2023,Taiwan,Emb POR,-0.7082407567435013,-0.8044848638226864
Onyx Healthcare Inc.,0,circle,10.01501,2023,Taiwan,Emb POR,-0.44307505771966277,-0.9561044601756009
Qnap,0,circle,12.032389,2023,Taiwan,Emb POR,-0.48865369316826335,-0.6760671810656599
"Senao Networks, Inc.",0,circle,10.787058,2023,Taiwan,Emb POR,-0.1860076389563699,-0.9912353698698173
Wistron,0,circle,10.588366,2023,Taiwan,Emb POR,-0.0681816098247738,-0.7342771603461066
Wnc,0,circle,17.4983,2023,Taiwan,Emb POR,0.11060481595324703,-0.9147202357920546
南京資訊股份有限公司,0,circle,10.88822,2023,Taiwan,Emb POR,0.29121573907573006,-0.7210215973358888
友通資訊股份有限公司,0,circle,12.683349,2023,Taiwan,Emb POR,0.43319770665901175,-0.49546302184207774
威強電工業電腦股份有限公司,0,circle,10.649036,2023,Taiwan,Emb POR,0.429103569870374,-0.1919135531881733
浩鑫電腦股份有限公司,0,circle,10.0,2023,Taiwan,Emb POR,0.33207448740650003,0.047795285208761334
瑞傳科技公司,0,circle,13.649526,2023,Taiwan,Emb POR,0.05144871310051912,0.019605651410293835
長豐企業有限公司,0,circle,25.63781,2023,Taiwan,Emb POR,0.11722715010621661,0.26590083332232317
WPG Electronics (SA) Pte.Ltd,0,star,21.228752,2023,Taiwan,Emb POR,-0.43211867699051804,-0.6240875058155709
"WT MICROELECTRONICS CO., LTD.",1,star,17.570501,2023,Taiwan,Emb POR,0.4313236826174692,-0.22413958161171116
Asrock Incorporation,0,circle,12.748373,2023,Taiwan,Emb POR,-0.1293515294743733,-0.37067401723166804
"Aten International Co., Ltd.",0,circle,10.002271,2023,Taiwan,Emb POR,0.19625916338810453,-0.7537695673266213
"Giga Computing Technology Co.,ltd.",0,circle,12.871718,2023,Taiwan,Emb POR,0.6988888195723599,-0.7381777317737018
Synology Incorporated,0,circle,15.899045,2023,Taiwan,Emb POR,1.0,-0.3354544879321544
微星科技,0,circle,11.963387,2023,Taiwan,Emb POR,0.872948332827938,0.1510751307196259
技嘉科技股份有限公司,0,circle,10.392952,2023,Taiwan,Emb POR,0.41331442838395477,0.3550312139738729
明泰科技股份有限公司,0,circle,10.298847,2023,Taiwan,Emb POR,-0.03270706141305166,0.12297139860323164
SERTEK  INCORPORATED,1,star,41.707558,2023,Taiwan,NB CPU,0.25944568631926324,0.21394648159523302
A-trust Computer Corp.,0,circle,10.533228,2023,Taiwan,NB CPU,0.13477251280964347,-0.20530445113051668
Advantech,0,circle,48.215782,2023,Taiwan,NB CPU,0.43347027479363454,-0.18738488689242908
Arbor,0,circle,12.037863,2023,Taiwan,NB CPU,0.6507859516393978,0.018393588583900233
Ennoconn,0,circle,10.172164,2023,Taiwan,NB CPU,0.6849410269831576,0.31567766906809364
Jet Way,0,circle,10.223538,2023,Taiwan,NB CPU,0.5200421310908051,0.5653660127904344
Lanner Electronics Inc.,0,circle,12.4364195,2023,Taiwan,NB CPU,0.2332393523990736,0.6506555379261875
光宸科技 Quanmax,0,circle,21.701092,2023,Taiwan,NB CPU,-0.04130742719587241,0.5316555013867407
台灣康泰克股份有限公司,0,circle,13.552718,2023,Taiwan,NB CPU,-0.17514316133441052,0.2639584690900032
振樺電子股份有限公司,0,circle,11.689556,2023,Taiwan,NB CPU,-0.10556156873989891,-0.0270836409390617
SYNNEX TECHNOLOGY INT'L CORP,1,star,20.574814,2023,Taiwan,NB CPU,-0.21096532430426476,0.6020800899388794
Bcm Computer Co.,0,circle,10.258514,2023,Taiwan,NB CPU,0.24802526355357574,0.6904747816968495
Getac Corporation,1,circle,44.953148,2023,Taiwan,NB CPU,-0.1777519713518652,0.14368165383657283
"Nexcom International Co., Ltd",0,circle,10.891809,2023,Taiwan,NB CPU,0.1356891590251013,0.8880028690239472
"Ubiqconn Technology, Inc.",0,circle,11.60898,2023,Taiwan,NB CPU,-0.10090147004130852,1.0
凌華科技,0,circle,22.964418,2023,Taiwan,NB CPU,-0.37785681418138095,0.9797143079811423
艾訊,0,circle,14.9177685,2023,Taiwan,NB CPU,-0.5956757149988113,0.8343237240705532
茂訊電腦股份有限公司 Dup,0,circle,13.548161,2023,Taiwan,NB CPU,-0.6778593143898108,0.6224157679868951
SYNNEX TECHNOLOGY INT'L CORPORATION,0,star,10.0,2023,Taiwan,NB CPU,-0.2971402961097716,0.2884547141900303
"Elitegroup Computer Systems Co.,ltd.",0,circle,16.489017,2023,Taiwan,NB CPU,-0.4089986662527075,-0.06493506509488706
WORLD PEACE INDUSTRIAL CO.LTD,1,star,60.0,2023,Taiwan,NB CPU,-0.13804457557227343,-0.38807533484153794
Aaeon Technology Inc,0,circle,14.729619,2023,Taiwan,NB CPU,0.023515187505780147,-0.10814018502088976
Avalue,0,circle,12.441879,2023,Taiwan,NB CPU,-0.3526258119430617,-0.1322056456191803
Biostar Microtech Int'l Corp.,0,circle,10.0,2023,Taiwan,NB CPU,-0.5540496588649866,-0.20447147241289654
Clientron Corp.,0,circle,10.023604,2023,Taiwan,NB CPU,-0.6402840042827693,-0.4010175280136692
Congatec Gmbh,0,circle,10.577032,2023,Taiwan,NB CPU,-0.4453273237014816,-0.4904871977199233
Ibase,0,circle,14.92479,2023,Taiwan,NB CPU,-0.5536454882844052,-0.6614503189788304
Qnap,0,circle,10.18929,2023,Taiwan,NB CPU,-0.3699294141891049,-0.7783068585361628
"Senao Networks, Inc.",0,circle,10.064705,2023,Taiwan,NB CPU,-0.19116459451631973,-0.8275846142028803
Uniwill Technology Inc.,0,circle,35.762352,2023,Taiwan,NB CPU,-0.007527662433605166,-0.8118951843500448
南京資訊股份有限公司,0,circle,10.446344,2023,Taiwan,NB CPU,0.18964760984789972,-0.7415286760373968
友通資訊股份有限公司,0,circle,13.039761,2023,Taiwan,NB CPU,0.14573853106979753,-0.5322036464781849
威強電工業電腦股份有限公司,0,circle,10.009121,2023,Taiwan,NB CPU,0.34796189165436553,-0.5110474006413713
浩鑫電腦股份有限公司,0,circle,10.80694,2023,Taiwan,NB CPU,0.33320389419872026,-0.29786055407994055
長豐企業有限公司,0,circle,24.104942,2023,Taiwan,NB CPU,0.2312340090402658,-0.13833206850046825
"WT MICROELECTRONICS CO., LTD.",0,star,40.599907,2023,Taiwan,NB CPU,0.30833856949456045,-0.1832515917952044
Asrock Incorporation,0,circle,11.787574,2023,Taiwan,NB CPU,-0.05665255278796482,-0.3874300690549974
Clevo Co.,0,circle,60.0,2023,Taiwan,NB CPU,0.3898361449528523,-0.5935286236267361
"Giga Computing Technology Co.,ltd.",0,circle,11.390779,2023,Taiwan,NB CPU,0.7236349400288082,-0.23254890161135394
仁寶電腦,0,circle,15.41115,2023,Taiwan,NB CPU,0.4836170249578416,0.19653632981292252
微星科技,0,circle,10.101674,2023,Taiwan,NB CPU,0.0012736541115314743,0.10073641660017772
Rashi Peripherals Limited,1,star,10.0,2023,India,DT CPU,0.5726475348152711,0.12641183779774323
Advance Computers,0,circle,11.627763,2023,India,DT CPU,0.5744849279309023,-0.3477623222642262
Ags Transact Technologies Limi,0,circle,10.387078,2023,India,DT CPU,0.8908485063081905,-0.17192219580170834
Citrus Solutions Private Limited,0,circle,11.203702,2023,India,DT CPU,0.12317096414794172,0.11529050002645826
Citrus Solutions Pvt Ltd,0,circle,10.026091,2023,India,DT CPU,1.0,0.2135090026758164
Inp Technologies Pvt Ltd,0,circle,29.828543,2023,India,DT CPU,0.19590846769956344,0.3718563719202448
Schoolnet India Limited,0,circle,10.670018,2023,India,DT CPU,0.8230140679985424,0.5291146255796265
World Peace International,1,star,60.0,2023,India,DT CPU,-0.2661894609592709,0.3643089361783576
Aditech Ict Private Limited,0,circle,22.095654,2023,India,DT CPU,-0.10310986685618938,0.7982800084439453
Bits And Bytes Integrators Pri,0,circle,60.0,2023,India,DT CPU,-0.3847402010502268,0.814422867139812
Champion Computers Private Lim,0,circle,20.111797,2023,India,DT CPU,-0.6265452460963092,0.6291953941369709
Nash Industries (i) Private Limited,0,circle,10.626573,2023,India,DT CPU,-0.7119135605588065,0.32780713671516987
Panache Digilife Limited,0,circle,13.316,2023,India,DT CPU,-0.6032978881829552,0.043234620304390174
Xtreme Media Private Limited,0,circle,16.364351,2023,India,DT CPU,-0.35503978996965396,-0.0906777228565147
World Peace International (South Asia),1,star,29.877195,2023,India,DT CPU,-0.06331869302940196,-0.20639713410148575
Abc Computers,0,circle,10.051352,2023,India,DT CPU,-0.0812141726461181,0.13733962733599556
Arihant Computers.,0,circle,18.132824,2023,India,DT CPU,-0.23194506906113904,0.2837384056563261
B M Computers,0,circle,10.0,2023,India,DT CPU,-0.40065179088420594,0.14193263362107808
Devaraj Computer Private Limited,0,circle,16.63412,2023,India,DT CPU,-0.5093240056353199,-0.016434477340512094
Dream Pc Store,0,circle,10.055735,2023,India,DT CPU,-0.5814157839681781,-0.22479447795103916
Earth Syscom Private Limited,0,circle,13.594495,2023,India,DT CPU,-0.3905331638964091,-0.3126874499237453
Expert Information Systems,0,circle,10.08534,2023,India,DT CPU,-0.4822553718880067,-0.508877084409851
Gautam Groups,0,circle,10.032809,2023,India,DT CPU,-0.29989369081826045,-0.6302749953751485
Ics-mek Peripherals India Private Limited,0,circle,13.42664,2023,India,DT CPU,-0.1005023992497238,-0.72352057308507
Laps N Tabs Technology Private,0,circle,10.032188,2023,India,DT CPU,0.017616982618162372,-0.5500019861437981
Netweb Technologies India Limited,0,circle,10.010792,2023,India,DT CPU,0.19967286697318304,-0.6537858256509177
Shagun Computers,0,circle,10.308045,2023,India,DT CPU,0.33649996937654614,-0.4814548228898575
"Sri Nath Ji Infosolutions, Lucknow",0,circle,10.10015,2023,India,DT CPU,0.44859154110477883,-0.29192146836346616
Sybex Marketing,0,circle,10.911505,2023,India,DT CPU,0.28678372990001033,-0.1588081884217359
Vajawat Computers,0,circle,27.077175,2023,India,DT CPU,0.4062093379511123,0.013580791493617921
Well Known Computers Private L,0,circle,10.002079,2023,India,DT CPU,0.24757306783421912,0.16617408769769876
arihant Computers,0,circle,12.793129,2023,India,DT CPU,0.0688681900917516,0.29312387785582517
"COIT Co., Ltd.",1,star,48.667725,2023,SKorea,Server CPU,0.1599686282439687,0.3502156474116319
Dreamisys,0,circle,12.415937,2023,SKorea,Server CPU,0.28935417023468324,-0.23754316845131274
Dsngsystem,0,circle,45.62469,2023,SKorea,Server CPU,0.6670462887503551,0.026075021488100883
Eslim Korea,0,circle,17.8539,2023,SKorea,Server CPU,0.7476740258289659,0.47960282559867834
"Flexdata Co., Ltd",0,circle,11.540178,2023,SKorea,Server CPU,0.48402242322894895,0.8573198528324238
"Ktnf Co.,ltd",0,circle,17.859463,2023,SKorea,Server CPU,0.030497900039071622,0.9379720836897313
Sandia Systems,0,circle,22.820103,2023,SKorea,Server CPU,-0.3472006643218817,0.6742874803305946
Supersolution,0,circle,16.86446,2023,SKorea,Server CPU,-0.4278400878974538,0.22075498529343704
"Teratec Co., Ltd.",0,circle,21.736214,2023,SKorea,Server CPU,-0.16417315433515525,-0.15693882278047394
Intech & Company Incorporation,0,star,10.0,2023,SKorea,Server CPU,-0.41639110359547327,-0.12228374267518172
Dream I System Co Ltd,0,circle,31.602743,2023,SKorea,Server CPU,-0.19396685090935645,0.4232097284944245
"Hpc Korea Co.,ltd",0,circle,10.75463,2023,SKorea,Server CPU,-0.7776049856481617,0.3430919642898749
Myung In Electronics Co Ltd (명인일렉트로닉스),0,circle,29.911757,2023,SKorea,Server CPU,-1.0,-0.20238317177595586
"Myungin Inno Co.,ltd",0,circle,13.173212,2023,SKorea,Server CPU,-0.6388320806613862,-0.667718919146904
"Tera Tec Co., Ltd",0,circle,16.922178,2023,SKorea,Server CPU,-0.05523589512025759,-0.5876420917812478
샌디아,0,circle,13.7331,2023,SKorea,Server CPU,0.16720750192260253,-0.04213871462519838
Uniquest ,0,circle,10.0,2023,SKorea,Server CPU,0.24591092094098901,-0.38261946403298813
Gsi Co. Ltd,0,circle,10.0,2023,SKorea,Server CPU,-0.3308059921094581,-0.4422245234406168
"Gsi Co.,ltd",0,circle,28.138952,2023,SKorea,Server CPU,0.12428315040949771,-0.9495395959033116
"Meritech Co., Ltd",0,circle,60.0,2023,SKorea,Server CPU,0.7475012589143846,-0.6735219387084054
Nexite,0,circle,14.016073,2023,SKorea,Server CPU,0.6775302725626393,0.004552122600613722
"Sk Telesys Co., Ltd.",0,circle,34.54776,2023,SKorea,Server CPU,0.011054273522477677,0.14747244129208528
"COIT Co., Ltd.",1,star,38.427586,2023,SKorea,DT CPU,0.2075582644184684,0.42096739249387377
"Atec Co.,ltd.",0,circle,55.346596,2023,SKorea,DT CPU,-0.18990137335998844,0.05773947054352897
Compuzone,0,circle,57.30456,2023,SKorea,DT CPU,0.7210295451916889,0.44133887415676776
Comtree Inc,0,circle,15.919082,2023,SKorea,DT CPU,0.47348320246006914,0.009205940550782854
Dacom System,0,circle,23.72525,2023,SKorea,DT CPU,-0.23695967494877157,0.5589935342450624
Dsngsystem,0,circle,10.442261,2023,SKorea,DT CPU,0.6534239211239871,0.5918491480295366
Jooyon Tech,0,circle,15.020472,2023,SKorea,DT CPU,-0.2280828531378122,0.6602205189942815
"MCOM Co.,LTD",0,circle,18.207523,2023,SKorea,DT CPU,-0.10989735963939068,0.14489212171805818
Mcom,0,circle,10.885079,2023,SKorea,DT CPU,0.5495885304943332,0.7216986974034928
Mtech,0,circle,10.179085,2023,SKorea,DT CPU,0.4118625987373907,0.8178353248755557
Ny Computer,0,circle,13.095138,2023,SKorea,DT CPU,0.2531341822350656,0.8706481380969476
Redstone,0,circle,23.382416,2023,SKorea,DT CPU,0.31411551066243215,0.060358131166456074
"Sungju Comtech Co.,ltd.",0,circle,10.921079,2023,SKorea,DT CPU,0.1920580717278996,0.006372710469602565
Zestelec,0,circle,10.048491,2023,SKorea,DT CPU,0.08888326384406771,0.872346537983843
"dacomsystem Co., Ltd.",0,circle,17.49852,2023,SKorea,DT CPU,0.370539356546367,-0.04322349115143614
대우루컴즈,0,circle,57.726486,2023,SKorea,DT CPU,-0.10315413225530093,0.060032615391154044
Intech & Company Incorporation,0,star,43.111725,2023,SKorea,DT CPU,-0.556623272935595,0.27763000189574677
"Compuzone Co.,ltd",0,circle,60.0,2023,SKorea,DT CPU,-0.678961099279195,0.7561484942850734
Hksystem Corporation,0,circle,12.73165,2023,SKorea,DT CPU,-0.8284078285475969,0.6426883159103105
Kilincomputer Co.ltd,0,circle,11.930291,2023,SKorea,DT CPU,-0.9417062837299602,0.48858792666505924
Kirin,0,circle,16.579018,2023,SKorea,DT CPU,-1.0,0.3067931326988791
Red Stone System,0,circle,14.46648,2023,SKorea,DT CPU,-0.999809298516951,0.12291839633817633
"Reputer Co.,ltd",0,circle,12.741936,2023,SKorea,DT CPU,-0.9424355626269083,-0.04090442772792777
Uto,0,circle,17.020794,2023,SKorea,DT CPU,-0.4079921618177274,-0.17658558824374648
PC Direct Inc.,1,star,60.0,2023,SKorea,DT CPU,0.07954685664700387,-0.35004327349670206
(주)늑대와여우컴퓨터,0,circle,14.578586,2023,SKorea,DT CPU,0.1494746453483848,-0.6689734536622455
(주)트리엠,0,circle,19.9405,2023,SKorea,DT CPU,-0.1419632798385586,-0.5935271993963298
"Atec Co.,ltd",0,circle,11.866548,2023,SKorea,DT CPU,-0.3415097903823847,-0.4799434617634585
"Bios Co., Ltd",0,circle,10.857254,2023,SKorea,DT CPU,-0.36483459797221535,-0.6350998042557532
Hk System,0,circle,12.167105,2023,SKorea,DT CPU,-0.23035320137126747,-0.7715118812728622
"Madesystem Co.,ltd’",0,circle,24.993088,2023,SKorea,DT CPU,-0.058843926877793905,-0.8280781249854468
Maison,0,circle,25.585617,2023,SKorea,DT CPU,0.12275087535964993,-0.8581473552971559
Sungju Comtech,0,circle,11.284282,2023,SKorea,DT CPU,0.31862589398232327,-0.7921644107722285
"T1 Ls Co.,ltd",0,circle,22.95581,2023,SKorea,DT CPU,0.39755532739918303,-0.506349806242749
"T1ls.co.,ltd.",0,circle,10.840294,2023,SKorea,DT CPU,0.4677609652419154,-0.6892885525828488
Treem,0,circle,10.246189,2023,SKorea,DT CPU,0.585714261776735,-0.5250242749551359
아인스시스템,0,circle,51.212074,2023,SKorea,DT CPU,0.5943015917622501,-0.3624302085926663
Uniquest ,0,circle,10.0,2023,SKorea,DT CPU,0.2321181691880518,-0.3619283107681415
Secui Corp.,0,circle,10.0,2023,SKorea,DT CPU,0.42898619523737747,-0.031014854404015982
Xrosgen Inc.,0,star,15.253378,2023,SKorea,DT CPU,0.3305828126930099,-0.274969644417594
S Com Inc.,0,circle,28.02233,2023,SKorea,DT CPU,0.41834165515976457,0.09994270007625486
"SYNNEX (THAILAND) PUBLIC CO., LTD",0,star,12.602498,2023,SEA,DT CPU,0.3790075957058616,0.10048589079372792
"I Have Cpu Co., Ltd.",0,circle,10.768943,2023,SEA,DT CPU,0.7707585222547257,-0.0036499844055442963
J.i.b Computer Group Company Limited,0,circle,13.799516,2023,SEA,DT CPU,-0.007265384449113209,0.22329875459599272
Toyota Tsusho Nexty Electronics,0,star,10.0,2023,SEA,DT CPU,0.1852444255492375,0.34561683153381684
Fe-da Electronics Company Priv,0,circle,10.26484,2023,SEA,DT CPU,0.5287550518106993,0.5608225014796946
You Niq Pte. Ltd.,0,circle,10.159965,2023,SEA,DT CPU,-0.16813948894920505,0.14709769351224763
Viet Son Informatic,0,star,10.5077305,2023,SEA,DT CPU,-0.17797156934869562,0.3435279515818187
Cn Cty Tnhh San Pham Cong Nghe Fpt (tp Hn),0,circle,10.311656,2023,SEA,DT CPU,0.16209053731400164,0.610185177194426
