Name,anomalies,node_shape,Amount,Year,Region,Product,x,y
Ibase,0,circle,20.460457,2024,Taiwan,Emb POR,-0.5844293578617655,-0.5346240755399645
Qnap,0,circle,15.364954,2024,Taiwan,Emb POR,-0.6574040471367362,-0.7986562360255067
"Senao Networks, Inc.",0,circle,12.275752,2024,Taiwan,Emb POR,-0.4076633106993195,-0.8940705321142335
Wnc,0,circle,20.319773,2024,Taiwan,Emb POR,-0.13701530749963214,-0.9535023611497989
南京資訊股份有限公司,0,circle,10.917199,2024,Taiwan,Emb POR,-0.07917648712323765,-0.7040601230704348
友通資訊股份有限公司,0,circle,14.735192,2024,Taiwan,Emb POR,0.18092001308465902,-0.8096226364891035
威強電工業電腦股份有限公司,0,circle,14.313184,2024,Taiwan,Emb POR,0.36369100114875974,-0.5930801970866691
宜鼎國際股份有限公司,0,circle,10.393444,2024,Taiwan,Emb POR,0.2159027222580714,-0.35568427126145985
浩鑫電腦股份有限公司,0,circle,10.0,2024,Taiwan,Emb POR,0.45112176339198606,-0.2543722502963266
瑞傳科技公司,0,circle,13.282127,2024,Taiwan,Emb POR,0.3466106531753566,0.001535161550627968
長豐企業有限公司,0,circle,24.909782,2024,Taiwan,Emb POR,0.2102101296271181,0.231536669938941
"WT MICROELECTRONICS CO., LTD.",1,star,25.145247,2024,Taiwan,Emb POR,0.43473965067129205,-0.22527912043698559
Asrock Incorporation,0,circle,13.318181,2024,Taiwan,Emb POR,-0.03273602492616864,-0.5435517739826338
"Aten International Co., Ltd.",0,circle,10.00816,2024,Taiwan,Emb POR,0.5928619078474188,-0.7683227364941735
"Giga Computing Technology Co.,ltd.",0,circle,20.56084,2024,Taiwan,Emb POR,1.0,-0.24271771154025323
Synology Incorporated,0,circle,36.573547,2024,Taiwan,Emb POR,0.6259897855562572,0.3069754210359978
微星科技,0,circle,11.587561,2024,Taiwan,Emb POR,-0.012280186594030178,0.12119794466522997
SERTEK  INCORPORATED,1,star,26.959503,2024,Taiwan,NB CPU,0.3919787571154431,0.27442736352607894
A-trust Computer Corp.,0,circle,10.951277,2024,Taiwan,NB CPU,0.2839661260716539,-0.31795501707302387
Advantech,0,circle,20.730104,2024,Taiwan,NB CPU,0.7878992419510956,-0.17925571807110283
Jet Way,0,circle,10.2554245,2024,Taiwan,NB CPU,0.9935568460196742,0.3010906771657975
Moxa Inc.,0,circle,10.589315,2024,Taiwan,NB CPU,0.7462474993362737,0.7612872843529136
光宸科技 Quanmax,0,circle,13.474723,2024,Taiwan,NB CPU,0.23230431436454682,0.8550206585451123
台灣康泰克股份有限公司,0,circle,11.3519,2024,Taiwan,NB CPU,-0.16149247064932243,0.5116719521119962
振樺電子股份有限公司,0,circle,11.443547,2024,Taiwan,NB CPU,-0.1384917118607066,-0.010458075685707733
SYNNEX TECHNOLOGY INT'L CORP,1,star,16.124166,2024,Taiwan,NB CPU,-0.23396316172642873,0.40521349141277285
Bcm Computer Co.,0,circle,10.375069,2024,Taiwan,NB CPU,0.33391598786415244,0.18853105345779184
"Elo Touch Solutions, Inc.",0,circle,10.769757,2024,Taiwan,NB CPU,0.32085024590081856,0.6536456942985072
"Lex Computech Co., Ltd.",0,circle,10.482744,2024,Taiwan,NB CPU,-0.01732855444826358,0.973172205681583
"Nexcom International Co., Ltd",0,circle,10.127168,2024,Taiwan,NB CPU,-0.48232608368459895,0.9599871092100235
"Ubiqconn Technology, Inc.",0,circle,10.319901,2024,Taiwan,NB CPU,-0.8018253469412728,0.6219369485888674
凌華科技,0,circle,13.981601,2024,Taiwan,NB CPU,-0.788797895889706,0.15689655050769374
艾訊,0,circle,10.4841175,2024,Taiwan,NB CPU,-0.4506870069060969,-0.16272758731323705
飛捷科技,0,circle,11.057123,2024,Taiwan,NB CPU,0.014472194197762878,-0.14950246702002107
SYNNEX TECHNOLOGY INT'L CORPORATION,0,star,10.0,2024,Taiwan,NB CPU,-0.49253320026445835,0.3035626356797484
"Elitegroup Computer Systems Co.,ltd.",0,circle,11.584139,2024,Taiwan,NB CPU,-0.5377622591766297,-0.2134245946355303
WORLD PEACE INDUSTRIAL CO.LTD,1,star,31.057207,2024,Taiwan,NB CPU,-0.22174803564073933,-0.38408264904162237
Aaeon Technology Inc,0,circle,11.941422,2024,Taiwan,NB CPU,-0.246569857260715,0.2317403125110496
Avalue,0,circle,10.753536,2024,Taiwan,NB CPU,-0.6039636412070554,0.09964198928468199
Getac Corporation,0,circle,15.332822,2024,Taiwan,NB CPU,-0.8149818753083415,-0.2174240092727956
Litemax Electronics Inc.,0,circle,10.0,2024,Taiwan,NB CPU,-0.7999508968434564,-0.5981023928526167
"Senao Networks, Inc.",0,circle,10.048415,2024,Taiwan,NB CPU,-0.5636059416147914,-0.8969605554188156
Uniwill Technology Inc.,0,circle,16.714518,2024,Taiwan,NB CPU,-0.19693597873794202,-1.0
南京資訊股份有限公司,0,circle,10.136628,2024,Taiwan,NB CPU,0.16027100762746613,-0.8677521009530038
友通資訊股份有限公司,0,circle,10.872393,2024,Taiwan,NB CPU,0.3717316228172385,-0.5508124013073039
浩鑫電腦股份有限公司,0,circle,10.490329,2024,Taiwan,NB CPU,0.35616736957578765,-0.17024360574004507
長豐企業有限公司,0,circle,16.60017,2024,Taiwan,NB CPU,0.12024471648836028,0.12892827710284002
"WT MICROELECTRONICS CO., LTD.",1,star,60.0,2024,Taiwan,NB CPU,0.4066657211886567,-0.2846547116007403
Asrock Incorporation,0,circle,10.298978,2024,Taiwan,NB CPU,-0.12362137730318185,-0.5331944050988522
Clevo Co.,0,circle,60.0,2024,Taiwan,NB CPU,0.47889516021193396,-0.8657335201445477
Nexteq Plc Taiwan Branch (u.k.),0,circle,10.876303,2024,Taiwan,NB CPU,0.9817605907223291,-0.3953611343116628
仁寶電腦,0,circle,10.157122,2024,Taiwan,NB CPU,0.6893399448599571,0.22822560394329702
和碩聯合科技股份有限公司,0,circle,11.568876,2024,Taiwan,NB CPU,0.0063179491505555695,0.14266513815987375
"COIT Co., Ltd.",0,star,25.644176,2024,SKorea,DT CPU,0.4717331992157904,0.29439885713196606
"Atec Co.,ltd.",0,circle,30.203592,2024,SKorea,DT CPU,0.07268784138596693,0.12042259130397001
Comtree Inc,0,circle,10.821085,2024,SKorea,DT CPU,0.9627229894700937,0.28484437533793594
Dacom System,0,circle,22.55073,2024,SKorea,DT CPU,0.04132812990252837,0.2358799548455408
Ny Computer,0,circle,11.885437,2024,SKorea,DT CPU,0.771078598877226,0.6670258063958698
Redstone,0,circle,16.984674,2024,SKorea,DT CPU,0.442103213746566,-0.1640832831960111
대우루컴즈,0,circle,24.6476,2024,SKorea,DT CPU,-0.08031161086408506,0.13827869824805666
Intech & Company Incorporation,1,star,50.085106,2024,SKorea,DT CPU,-0.3158039069392852,0.5204335554519482
"Compuzone Co.,ltd",0,circle,57.767735,2024,SKorea,DT CPU,-0.006950854591098351,0.9352431010801747
Hksystem Corporation,0,circle,13.788514,2024,SKorea,DT CPU,-0.2691382147799129,1.0
Kirin,0,circle,12.69146,2024,SKorea,DT CPU,-0.5487180035677205,0.9230384614486379
Red Stone System,0,circle,12.501068,2024,SKorea,DT CPU,-0.7568121073751073,0.7229833195900942
"Reputer Co.,ltd",0,circle,10.887264,2024,SKorea,DT CPU,-0.8410227348317887,0.4691417611747779
Utoo,0,circle,12.589201,2024,SKorea,DT CPU,-0.4259764326404779,0.04203979675353765
PC Direct Inc.,1,star,60.0,2024,SKorea,DT CPU,-0.05560735243094356,-0.32568905327174186
(주)늑대와여우컴퓨터,0,circle,11.981717,2024,SKorea,DT CPU,-0.5483967781311728,-0.3335821629232711
(주)트리엠,0,circle,14.458299,2024,SKorea,DT CPU,-0.5598924269130096,-0.5486891825532855
Hk System,0,circle,12.527152,2024,SKorea,DT CPU,-0.36586572909844484,-0.6308910283089263
"MCOM Co.,LTD",0,circle,13.393855,2024,SKorea,DT CPU,-0.25257871113441294,-0.810937201734588
Sungju Com Tech,0,circle,12.711771,2024,SKorea,DT CPU,-0.026501300402022032,-0.7999379559191753
Sungju Comtech,0,circle,13.331965,2024,SKorea,DT CPU,0.1786150068076383,-0.761896925181974
"T1 Ls Co.,ltd",0,circle,18.65934,2024,SKorea,DT CPU,0.3515929073999729,-0.6420110182597598
아인스시스템,0,circle,60.0,2024,SKorea,DT CPU,0.422633444956267,-0.45555409845606304
Uniquest ,0,circle,10.0,2024,SKorea,DT CPU,0.13193957751793914,-0.44156555183690865
Secui Corp.,0,circle,10.0,2024,SKorea,DT CPU,0.43320295774717377,-0.15735216868426258
Xrosgen Inc.,0,star,23.835224,2024,SKorea,DT CPU,0.31613584873260503,-0.3353643276364696
S Com Inc.,0,circle,36.03295,2024,SKorea,DT CPU,0.457802447939714,0.053823679199926595
"ASI COMPUTER TECHNOLOGIES, INC.",0,star,25.477428,2024,USA,Server CPU,0.21385926974301953,0.5377495179414461
Advanced Clustering Tech Inc (ge),0,circle,11.457093,2024,USA,Server CPU,0.6889009030756633,0.35068061416954277
"Barracuda Networks, Inc.",0,circle,16.362597,2024,USA,Server CPU,0.7036744933479326,0.6156073637984824
Coastline Micro Inc,0,circle,18.336746,2024,USA,Server CPU,0.5446299527939835,0.8650251647838627
Equus Computer Systems Inc,0,circle,11.929402,2024,USA,Server CPU,0.09878314638029857,0.058646903576065466
Ixsystems Inc.,0,circle,39.12867,2024,USA,Server CPU,-0.09178869873829372,0.15128853910052042
Puget Custom Computers,0,circle,14.203438,2024,USA,Server CPU,0.2668255649001075,1.0
Source Code Corp,0,circle,19.791336,2024,USA,Server CPU,-0.027534075976493592,0.9710474205106546
Yang-ming International Corporation,0,circle,20.692907,2024,USA,Server CPU,-0.22670277649672602,0.7957396555350447
TD SYNNEX Corporation,0,star,60.0,2024,USA,Server CPU,-0.21718725628813135,-0.3489489593637543
Advantech Corp,0,circle,60.0,2024,USA,Server CPU,-0.5259091504851042,-0.03715281173939121
Amax Engineering Corp,0,circle,10.0,2024,USA,Server CPU,-0.7132182447821663,-0.16514973163354163
Colfax International,0,circle,11.565596,2024,USA,Server CPU,-0.7097692921371623,-0.4064793703575056
Datadirect Networks Inc,0,circle,47.537407,2024,USA,Server CPU,-0.6168900685468061,-0.6260375396558997
Microtech Computers Inc,0,circle,11.322263,2024,USA,Server CPU,-0.4259729784279717,-0.7783613032346645
Penguin Computing Inc,0,circle,12.02284,2024,USA,Server CPU,-0.18827125922247742,-0.8343492121841352
Pssc Labs,0,circle,11.026627,2024,USA,Server CPU,0.041821734409189154,-0.7719558542288477
Transource Services Corp,0,circle,12.351227,2024,USA,Server CPU,0.23373982253167935,-0.6255145710426283
Trenton Systems,0,circle,26.451103,2024,USA,Server CPU,0.21867508204526045,-0.39917775276103495
WPG Electronics (SA) Pte.Ltd,0,star,10.0,2024,USA,Server CPU,0.2770158591227224,-0.36145496537645655
"Smart Embedded Computing, Inc.",0,circle,17.371939,2024,USA,Server CPU,0.45531797275147606,0.00879689216223994
ARROW ASIA PAC Ltd.,0,star,21.924755,2024,PRC,Server CPU,0.3387303893558803,0.040598861589653125
"Jabil Circuit (wuxi) Co., Ltd.",0,circle,21.375782,2024,PRC,Server CPU,0.438806999990131,-0.3096836199054518
Siemens Shenzhen Magnetic Reso,0,circle,11.410314,2024,PRC,Server CPU,0.592015343785241,0.30242065965257553
Wuxi Xinje,0,circle,18.21335,2024,PRC,Server CPU,-0.014677199438757725,0.12889867846790132
Comtech Industrial (HK) Ltd.,0,star,19.910444,2024,PRC,Server CPU,0.3090146996694508,0.14452081640620826
"Gosuncn Technology Group Co., Ltd.",0,circle,20.113834,2024,PRC,Server CPU,0.5136492311505855,-0.15687294618222386
Start,0,circle,16.620417,2024,PRC,Server CPU,0.4676835823420151,0.47243561222145725
浙江宇视科技有限公司,0,circle,10.724001,2024,PRC,Server CPU,-0.0542779709230283,0.11783316525156091
Digital  Macao Commercial,1,circle,10.0,2024,PRC,Server CPU,-0.13036410117914954,0.3288594864137254
"Chengdu Waso Information Technology Co., Ltd.",0,circle,10.201216,2024,PRC,Server CPU,-0.05445511453963499,-0.03477535793929943
Enginetech,0,circle,10.040258,2024,PRC,Server CPU,0.03899775636165639,0.12393069970136876
"Fiberhome Supermicro Technologies Co., Ltd.",0,circle,13.968614,2024,PRC,Server CPU,0.08153849302208821,-0.037094528665158735
Gooxi,0,circle,10.472477,2024,PRC,Server CPU,0.1925869757512193,0.011427290027155276
"Guangzhou Tianao Information Technology Co., Ltd(gid:30000006087)",0,circle,11.299325,2024,PRC,Server CPU,0.28825296932325856,0.08785467992658606
Horchiot,0,circle,13.8574505,2024,PRC,Server CPU,0.3432534279045835,0.20461297283966154
"Huake Bochuang Technology Co., Ltd.",0,circle,11.881508,2024,PRC,Server CPU,0.25923323516871843,0.3813640435606322
"Huaqin Technology Co., Ltd.",0,circle,20.826603,2024,PRC,Server CPU,0.3688881323784348,0.3274945713211563
Infinova,0,circle,10.359387,2024,PRC,Server CPU,0.33890559431130746,0.48045714384758226
"Lancoo Group Co., Ltd.",0,circle,11.119458,2024,PRC,Server CPU,0.27587966944624354,0.5939493903917334
Linktel Hpc (beijing) Technology Limited Liability Co.,0,circle,13.235427,2024,PRC,Server CPU,0.14943875172272852,0.5422741775499159
Lon Microsystems Inc.,0,circle,14.570667,2024,PRC,Server CPU,0.18107680053503303,0.689460111455913
Nanjing Kunqian Computer Co.,0,circle,11.243347,2024,PRC,Server CPU,-0.011965095564336429,0.5624007521321677
Roycom (tianjin) Information T,0,circle,11.184552,2024,PRC,Server CPU,0.07674991979945044,0.7394289453783756
Sangfor Technologies Enterprise,0,circle,15.862152,2024,PRC,Server CPU,-0.031120591576100278,0.7938289845998546
"Shaanxi Yunsifu Technology Co.,ltd.",0,circle,12.220488,2024,PRC,Server CPU,-0.11357327932824743,0.6941481839476298
Shenbo Information Technology,0,circle,10.535007,2024,PRC,Server CPU,-0.1863995610657066,0.8007671814608901
Shenzhen J&w Electronic Co. Ltd,0,circle,10.040546,2024,PRC,Server CPU,-0.22661126586594152,0.5718334264764914
Shenzhen Ming Lian Yuan Chuang Technology,0,circle,10.013279,2024,PRC,Server CPU,-0.29890688587818015,0.7564344081275153
Siland (chengdu) Technology Co. Ltd,0,circle,10.670868,2024,PRC,Server CPU,-0.4071243950577369,0.7156546771565303
Sitonholy（思腾合力（天津）科技有限公司）,0,circle,10.224061,2024,PRC,Server CPU,-0.509676445320542,0.6295373282284765
Supercloud,0,circle,13.381803,2024,PRC,Server CPU,-0.3878505869350213,0.5652122606845533
Suzhou Super Cluster Information Technology Co. Ltd.(ipa: 301271840),0,circle,11.990965,2024,PRC,Server CPU,-0.5836204515406612,0.522488204748249
Wuhan Ningmei Guodu Science&technology,0,circle,10.167203,2024,PRC,Server CPU,-0.5117840831122148,0.41809886390708506
Wuhan Ningmei Kingdom Tech Co. Ltd,0,circle,10.004824,2024,PRC,Server CPU,-0.6272180633322061,0.37331982640410766
Xingrong Information Tech,0,circle,27.34865,2024,PRC,Server CPU,-0.6152906165473089,0.24800754895277097
Yuge Electronic Technology Co. Ltd,0,circle,11.881508,2024,PRC,Server CPU,-0.5710951941370214,0.1246483849388608
上海宽泛科技有限公司,0,circle,10.823447,2024,PRC,Server CPU,-0.47074601445182934,0.2240585070708552
保定市吉成科技开发有限公司,0,circle,10.291543,2024,PRC,Server CPU,-0.3269913376701183,0.13704411667953006
北京东土科技股份有限公司,0,circle,12.392859,2024,PRC,Server CPU,-0.4841739120735405,0.03882453550874748
南京坤前计算机科技有限公司,0,circle,10.939438,2024,PRC,Server CPU,-0.37895160026527963,-0.02104543812952096
武汉宁美国度科技有限公司,0,circle,10.015181,2024,PRC,Server CPU,-0.2465056504211941,-0.033464531703888675
比亚迪股份有限公司,0,circle,10.651036,2024,PRC,Server CPU,-0.35363892524320417,0.36831010258901237
河北海迪亚电子科技有限公司,0,circle,10.262112,2024,PRC,Server CPU,-0.14998715522890302,0.08478951311282623
深圳市同泰怡信息技术有限公司,0,circle,12.434583,2024,PRC,Server CPU,0.19334277566085553,0.19383446892042985
深圳市明联远创科技有限公司,0,circle,10.048157,2024,PRC,Server CPU,0.09625664867506166,0.3528529287273893
融科联创,1,circle,17.773947,2024,PRC,Server CPU,-0.14404829381610115,-0.2101864959558202
EX-CHANNEL GROUP LIMITED,1,star,60.0,2024,PRC,Server CPU,-0.15465160731989605,-0.6403898477722716
Beijing Supercloud Technology Co.ltd,0,circle,11.832699,2024,PRC,Server CPU,-0.639874655175967,-0.7105073809793545
"Daschip Information Technology (shanghai) Co., Ltd",0,circle,12.948214,2024,PRC,Server CPU,-0.5842137242558898,-0.8448134061762556
"Enginetech (tianjin) Computer Co.,ltd",0,circle,17.14741,2024,PRC,Server CPU,-0.43639674921074695,-0.8634575920118157
"Han’s Smart Control Technology Co.,ltd.1",0,circle,18.65027,2024,PRC,Server CPU,-0.3370682222145461,-0.9913149088530739
Os-easy,0,circle,11.275961,2024,PRC,Server CPU,-0.16328777200973993,-0.9934891084947707
"Powerleader Computer System Co.,ltd.",0,circle,60.0,2024,PRC,Server CPU,0.01065540621794112,-1.0
"Shenzhen Konghui Intelligent Co.,ltd.",0,circle,18.637081,2024,PRC,Server CPU,0.11549149332007799,-0.8765375952081542
"Shenzhen Zhiyuan Integration Technology Co.,Ltd",0,circle,10.429048,2024,PRC,Server CPU,0.26433236967047496,-0.866124687271458
深圳市宝德计算机系统有限公司,0,circle,10.023967,2024,PRC,Server CPU,0.32658933188815026,-0.7345814691459822
INGRAM MICRO INTL TRADING LTD,0,star,10.226646,2024,PRC,Server CPU,-0.07571651987023367,-0.32102108813043423
北京畅想嘉业信息科技有限公司,0,circle,10.001864,2024,PRC,Server CPU,-0.2979133642453206,-0.5811604131769432
杭州众志成鑫科技有限公司,0,circle,10.433826,2024,PRC,Server CPU,0.19097952084116968,-0.1067326922776888
Synnex Technology Int'l Corp.,0,star,10.096071,2024,PRC,Server CPU,-0.1640514900617348,-0.34558819163354115
Hikvision,0,circle,10.207846,2024,PRC,Server CPU,0.17750001931439174,-0.338834686285637
Synnex Technology Intl. (HK) Limited,0,star,15.650379,2024,PRC,Server CPU,0.136558748396779,-0.3078575918894699
Guangdong Waycloud Information Technology Limited,0,circle,10.64089,2024,PRC,Server CPU,-0.22834740821902252,-0.1530920284964987
"Jingxin Technology (shenzhen) Co., Ltd",0,circle,10.047292,2024,PRC,Server CPU,-0.21196334503852352,-0.4966532826168059
"Paibo Information Technology Co., Ltd",0,circle,10.0,2024,PRC,Server CPU,0.06686055455297914,-0.6980350292864919
Tian Ao,0,circle,11.012921,2024,PRC,Server CPU,0.39815425403092297,-0.6056183510791453
宝德科技集团股份有限公司,0,circle,15.955409,2024,PRC,Server CPU,0.5324416422137366,-0.2889745225015669
深圳市立尔讯科技有限公司,0,circle,10.797313,2024,PRC,Server CPU,0.36863061483482956,0.013451797237075661
长城超云（北京）科技有限公司,0,circle,11.508324,2024,PRC,Server CPU,0.03004461469248699,0.07391837747943959
WORLD PEACE INDUSTRIAL CO LTD,0,star,31.573956,2024,PRC,Server CPU,0.2927859748083873,-0.16646563780727977
Aprocloud,0,circle,11.867884,2024,PRC,Server CPU,-0.09267118788983288,-0.2588322476441693
Centerm,0,circle,32.63394,2024,PRC,Server CPU,0.12466631342744307,-0.5254181672051628
Jovision,0,circle,13.170168,2024,PRC,Server CPU,0.4685903265272335,-0.5216973067032722
"Noon Technology Co., Ltd.",0,circle,11.99434,2024,PRC,Server CPU,0.6801260781091971,-0.25049908453789205
Shanghai Lingshi Communication Technology,0,circle,13.015283,2024,PRC,Server CPU,0.5999677176523274,0.08397206406285701
Siasun,0,circle,12.50543,2024,PRC,Server CPU,0.2884994340420064,0.22986602408234846
Wan You,0,circle,12.769004,2024,PRC,Server CPU,-0.019751495257383303,0.0772948249288427
WORLD PEACE INDUSTRIAL COMPANY LTD,0,star,10.0,2024,PRC,Server CPU,0.3195127626876366,-0.2103884582315743
Unknown,0,circle,10.038952,2024,PRC,Server CPU,0.3602727576986893,0.12878909573037584
ARROW ASIA PAC Ltd.,0,star,12.765436,2024,PRC,DT CPU,0.3151633844543785,0.03312251527141375
Shenzhen Hanzsung Technology Co Ltd,0,circle,19.596706,2024,PRC,DT CPU,0.24676259003033701,-0.3056103769000726
"Shenzhen Lachesis Mobile Medical Technology Co., Ltd.",0,circle,18.23933,2024,PRC,DT CPU,0.6538897549857825,-0.03550049152192141
"Shenzhen Seavo Technology Co., Ltd.",0,circle,11.355037,2024,PRC,DT CPU,0.3833173391706562,0.3718467132152988
Siemens Shenzhen Magnetic Reso,0,circle,10.0,2024,PRC,DT CPU,-0.02358887259585534,0.10123515926427626
Comtech Industrial (HK) Ltd.,0,star,10.841095,2024,PRC,DT CPU,0.30443406462936484,0.10855595359621349
"Shenzhen International Safety Technology Co., Ltd.",0,circle,14.598322,2024,PRC,DT CPU,0.6044305309443178,0.018592569336888583
Start,0,circle,14.824331,2024,PRC,DT CPU,-0.0033205773167179972,0.16716127940046663
Digital  Macao Commercial,1,circle,10.0,2024,PRC,DT CPU,-0.15273696798414194,0.20920884723477645
Asl,0,circle,10.119942,2024,PRC,DT CPU,0.035164267156487926,0.1512702251942376
"Beijing Uniwise Technology Co., Ltd.",0,circle,12.337568,2024,PRC,DT CPU,-0.07648161295086535,0.06022643715443421
"Coocaa Network Technology Co., Ltd",0,circle,10.580819,2024,PRC,DT CPU,0.1658374602024221,0.15534974287287065
"Coocaa Network Technology Co., Ltd.",0,circle,10.656025,2024,PRC,DT CPU,0.13553920847578038,0.0465532451351939
Histone,0,circle,11.613226,2024,PRC,DT CPU,0.22389468697636797,0.060627362482770036
"Huake Bochuang Technology Co., Ltd.",0,circle,13.311247,2024,PRC,DT CPU,0.2645877075398661,0.13239298758949136
Ics-广州皓阳科技有限公司,0,circle,11.190844,2024,PRC,DT CPU,0.21741463505322556,0.26771014394710013
Ics-陕西知也科技有限公司,0,circle,10.872181,2024,PRC,DT CPU,-0.013200812472105538,0.3010369871615925
Ruijie,0,circle,16.70989,2024,PRC,DT CPU,0.28920468215709716,0.3078013603794378
"Shenyang Tiger Trade Co., Ltd",0,circle,11.636708,2024,PRC,DT CPU,0.09148330493882241,-0.15596679148138876
"Shenzhen Ishine Intelligent Co., Ltd",0,circle,10.188746,2024,PRC,DT CPU,0.2861459732408711,0.21096163401527557
Unknown,1,circle,60.0,2024,PRC,DT CPU,0.17718335842919253,-0.17034832783897072
"Wuhan Gintol Technology Co., Ltd",0,circle,17.255323,2024,PRC,DT CPU,0.264645789524785,0.3843948410346843
Wuhan Mloong Technology Co. Ltd,0,circle,50.416466,2024,PRC,DT CPU,0.10444966111010295,0.2753860347243242
Wuhan Ningmei Kingdom Tech Co. Ltd,0,circle,34.713654,2024,PRC,DT CPU,0.0071953221088115246,0.4272643606803599
Yuge Electronic Technology Co. Ltd,0,circle,16.08894,2024,PRC,DT CPU,0.1587494222379283,0.38435438764343605
上海神姬科技有限公司,0,circle,11.102483,2024,PRC,DT CPU,0.2337760173688347,0.4561643229103853
上海酷创网络科技有限公司,0,circle,10.618232,2024,PRC,DT CPU,0.18978086169819489,0.5229571796532337
上海铭响电子商务有限公司,0,circle,12.049601,2024,PRC,DT CPU,0.12400706579930779,0.5793397045758026
中国长城科技集团股份有限公司,0,circle,12.362233,2024,PRC,DT CPU,0.055606869616821056,0.6226248810318885
乌鲁木齐鑫宏嘉商贸有限公司,0,circle,10.599756,2024,PRC,DT CPU,0.10802796414693161,0.4844092376084849
保定市吉成科技开发有限公司,0,circle,11.12549,2024,PRC,DT CPU,0.0010260521430838778,0.5506189803836077
北京翰讯基业电子技术有限公司,0,circle,10.881203,2024,PRC,DT CPU,-0.024766755901292795,0.6491219117220729
北京英红万联科技有限公司,0,circle,11.845117,2024,PRC,DT CPU,-0.22663726253624847,-0.2322109050578117
南京和瑟电子科技有限公司,0,circle,12.1947975,2024,PRC,DT CPU,-0.3030363407284873,-0.2331709159669299
南京坤前計算機科技有限公司,0,circle,10.262391,2024,PRC,DT CPU,-0.17417467370132497,0.6640099685567423
南京祥长汇电子科技有限公司,0,circle,21.19027,2024,PRC,DT CPU,-0.09898584694628232,0.6566002942496822
南京茂玖呈系统集成有限公司,0,circle,13.338898,2024,PRC,DT CPU,-0.10708572095385259,0.5391711728030838
南宁鑫迈普电子科技有限公司,0,circle,11.254107,2024,PRC,DT CPU,-0.2605076169693935,0.650561893261373
南昌市沪祺实业有限公司,0,circle,14.247988,2024,PRC,DT CPU,-0.12624640151745822,0.39991927519581283
合肥巧鹰电子技术有限公司,0,circle,12.366146,2024,PRC,DT CPU,-0.21205049147739655,0.5748480505569437
